=== MASTER SUMMARY REPORT ===
                  dataset_name          tier  wql_geometric_mean  mase_geometric_mean  num_processed_series  processing_time_seconds   target_column  workers_used                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        processed_series_ids  too_short_count  invalid_count  streaming_mode
27              uber_tlc_daily  medium_large            0.141304             0.752237                    99                61.222538          target            16  [location_252, location_219, location_197, location_171, location_067, location_140, location_178, location_010, location_117, location_025, location_229, location_047, location_210, location_195, location_257, location_080, location_007, location_213, location_068, location_143, location_149, location_020, location_217, location_114, location_153, location_079, location_069, location_091, location_016, location_031, location_196, location_234, location_112, location_034, location_188, location_074, location_242, location_212, location_011, location_253, location_046, location_120, location_076, location_026, location_162, location_236, location_019, location_087, location_144, location_250, location_173, location_116, location_182, location_118, location_097, location_237, location_061, location_017, location_056, location_151, location_200, location_232, location_083, location_187, location_039, location_145, location_107, location_235, location_078, location_121, location_184, location_139, location_170, location_093, location_128, location_155, location_085, location_243, location_122, location_146, location_070, location_003, location_127, location_262, location_202, location_135, location_130, location_256, location_098, location_030, location_201, location_180, location_240, location_102, location_006, location_057, location_142, location_179, location_129]                0              1           False
2              uber_tlc_hourly  medium_large            0.364475             0.844093                    96                70.591006          target            16                                            [location_252, location_219, location_197, location_171, location_067, location_140, location_178, location_010, location_117, location_025, location_229, location_047, location_210, location_195, location_257, location_080, location_007, location_213, location_068, location_143, location_149, location_020, location_217, location_114, location_153, location_079, location_069, location_091, location_016, location_031, location_196, location_234, location_112, location_034, location_188, location_074, location_242, location_212, location_011, location_253, location_046, location_120, location_076, location_026, location_162, location_236, location_019, location_087, location_144, location_250, location_173, location_116, location_182, location_118, location_097, location_237, location_061, location_017, location_056, location_151, location_200, location_232, location_083, location_039, location_145, location_107, location_235, location_078, location_121, location_184, location_139, location_170, location_093, location_128, location_155, location_085, location_243, location_122, location_146, location_070, location_003, location_127, location_262, location_202, location_135, location_130, location_256, location_098, location_180, location_240, location_102, location_006, location_057, location_142, location_179, location_129]                0              4           False
21                 ushcn_daily  medium_large            1.376317             1.221982                     1              2267.720681            PRCP            16                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   [T000937]                0             99            True
6             wind_farms_daily  medium_large            1.027127             0.703309                     2                 8.091763          target            16                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          [T000326, T000332]                0             98           False
12           wind_farms_hourly  medium_large            0.580047             2.301617                     1                11.295581          target            16                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   [T000326]                0             99           False
================================================================================
Dataset: dominick
Tier: medium
Target Column: target
Workers: 12
Geometric Mean WQL: 0.41864857111029585
Geometric Mean MASE: 1.303068534804779
Num Processed Series: 47
Too Short Count: 0
Invalid Count: 53
Processing Time: 154.05s
Streaming Mode: True

================================================================================
Dataset: electricity_15min
Tier: medium_large
Target Column: consumption_kW
Workers: 16
Geometric Mean WQL: 0.06293461810209545
Geometric Mean MASE: 0.6566423711670585
Num Processed Series: 99
Too Short Count: 0
Invalid Count: 1
Processing Time: 72.72s
Streaming Mode: False

================================================================================
Dataset: ercot
Tier: medium
Target Column: target
Workers: 12
Geometric Mean WQL: nan
Geometric Mean MASE: nan
Num Processed Series: 0
Too Short Count: 0
Invalid Count: 8
Processing Time: 30.13s
Streaming Mode: True

================================================================================
Dataset: exchange_rate
Tier: very_small
Target Column: target
Workers: 4
Geometric Mean WQL: 0.005531259414182168
Geometric Mean MASE: 1.464314304592056
Num Processed Series: 8
Too Short Count: 0
Invalid Count: 0
Processing Time: 10.29s
Streaming Mode: False

================================================================================
Dataset: m4_daily
Tier: small
Target Column: target
Workers: 8
Geometric Mean WQL: 0.018882616310735584
Geometric Mean MASE: 2.2572283907810116
Num Processed Series: 510
Too Short Count: 0
Invalid Count: 0
Processing Time: 228.76s
Streaming Mode: False

================================================================================
Dataset: m4_hourly
Tier: medium
Target Column: target
Workers: 12
Geometric Mean WQL: 0.023855808203876807
Geometric Mean MASE: 0.33890560889643917
Num Processed Series: 100
Too Short Count: 0
Invalid Count: 0
Processing Time: 57.02s
Streaming Mode: False

================================================================================
Dataset: m4_monthly
Tier: small
Target Column: target
Workers: 8
Geometric Mean WQL: 0.05434568863884326
Geometric Mean MASE: 1.4901698238800567
Num Processed Series: 600
Too Short Count: 0
Invalid Count: 0
Processing Time: 255.39s
Streaming Mode: False

================================================================================
Dataset: mexico_city_bikes
Tier: medium_large
Target Column: target
Workers: 16
Geometric Mean WQL: 0.6023336853884427
Geometric Mean MASE: 0.7182588715822629
Num Processed Series: 100
Too Short Count: 0
Invalid Count: 0
Processing Time: 56.72s
Streaming Mode: False

================================================================================
Dataset: monash_car_parts
Tier: medium
Target Column: target
Workers: 12
Geometric Mean WQL: 1.3664337894324778
Geometric Mean MASE: 0.834447081606295
Num Processed Series: 75
Too Short Count: 0
Invalid Count: 25
Processing Time: 59.38s
Streaming Mode: False

================================================================================
Dataset: monash_covid_deaths
Tier: medium
Target Column: target
Workers: 12
Geometric Mean WQL: 0.02132241629404576
Geometric Mean MASE: 2.8937091206154077
Num Processed Series: 86
Too Short Count: 0
Invalid Count: 14
Processing Time: 47.38s
Streaming Mode: False

================================================================================
Dataset: monash_electricity_weekly
Tier: large
Target Column: target
Workers: 20
Geometric Mean WQL: 0.05888174970621998
Geometric Mean MASE: 1.231236771577634
Num Processed Series: 100
Too Short Count: 0
Invalid Count: 0
Processing Time: 60.76s
Streaming Mode: False

================================================================================
Dataset: monash_fred_md
Tier: medium
Target Column: target
Workers: 12
Geometric Mean WQL: 0.020175487377630034
Geometric Mean MASE: 2.1458473147457595
Num Processed Series: 100
Too Short Count: 0
Invalid Count: 0
Processing Time: 60.66s
Streaming Mode: False

================================================================================
Dataset: monash_hospital
Tier: medium
Target Column: target
Workers: 12
Geometric Mean WQL: 0.14440556238202532
Geometric Mean MASE: 0.8408310827515852
Num Processed Series: 100
Too Short Count: 0
Invalid Count: 0
Processing Time: 60.06s
Streaming Mode: False

================================================================================
Dataset: monash_kdd_cup_2018
Tier: large
Target Column: target
Workers: 20
Geometric Mean WQL: nan
Geometric Mean MASE: nan
Num Processed Series: 0
Too Short Count: 0
Invalid Count: 100
Processing Time: 10.39s
Streaming Mode: False

================================================================================
Dataset: monash_london_smart_meters
Tier: large
Target Column: target
Workers: 20
Geometric Mean WQL: 0.6997164534765907
Geometric Mean MASE: 2.0204962062926595
Num Processed Series: 3
Too Short Count: 0
Invalid Count: 97
Processing Time: 30.85s
Streaming Mode: False

================================================================================
Dataset: monash_m1_monthly
Tier: small
Target Column: target
Workers: 8
Geometric Mean WQL: 0.10908154717604904
Geometric Mean MASE: 1.1946840343770289
Num Processed Series: 100
Too Short Count: 0
Invalid Count: 0
Processing Time: 47.74s
Streaming Mode: False

================================================================================
Dataset: monash_m1_quarterly
Tier: small
Target Column: target
Workers: 8
Geometric Mean WQL: 0.1259978784307757
Geometric Mean MASE: 2.9095357110611793
Num Processed Series: 100
Too Short Count: 0
Invalid Count: 0
Processing Time: 47.90s
Streaming Mode: False

================================================================================
Dataset: monash_m1_yearly
Tier: very_small
Target Column: target
Workers: 4
Geometric Mean WQL: 0.29906186068447305
Geometric Mean MASE: 6.034472895997821
Num Processed Series: 100
Too Short Count: 0
Invalid Count: 0
Processing Time: 45.56s
Streaming Mode: False

================================================================================
Dataset: monash_m3_monthly
Tier: small
Target Column: target
Workers: 8
Geometric Mean WQL: 0.05877228728831359
Geometric Mean MASE: 1.0780569175885213
Num Processed Series: 100
Too Short Count: 0
Invalid Count: 0
Processing Time: 48.17s
Streaming Mode: False

================================================================================
Dataset: monash_m3_quarterly
Tier: small
Target Column: target
Workers: 8
Geometric Mean WQL: 0.0755995375988017
Geometric Mean MASE: 1.9883944702726353
Num Processed Series: 100
Too Short Count: 0
Invalid Count: 0
Processing Time: 46.78s
Streaming Mode: False

================================================================================
Dataset: monash_m3_yearly
Tier: very_small
Target Column: target
Workers: 4
Geometric Mean WQL: 0.2371238877611429
Geometric Mean MASE: 4.40785288880978
Num Processed Series: 100
Too Short Count: 0
Invalid Count: 0
Processing Time: 45.80s
Streaming Mode: False

================================================================================
Dataset: monash_nn5_weekly
Tier: large
Target Column: target
Workers: 20
Geometric Mean WQL: 0.1019128455161378
Geometric Mean MASE: 0.8534855063563566
Num Processed Series: 100
Too Short Count: 0
Invalid Count: 0
Processing Time: 59.88s
Streaming Mode: False

================================================================================
Dataset: monash_pedestrian_counts
Tier: medium
Target Column: target
Workers: 12
Geometric Mean WQL: 0.16230043925777957
Geometric Mean MASE: 0.16039182475655248
Num Processed Series: 66
Too Short Count: 0
Invalid Count: 0
Processing Time: 43.00s
Streaming Mode: False

================================================================================
Dataset: monash_rideshare
Tier: large
Target Column: price_min
Workers: 20
Geometric Mean WQL: nan
Geometric Mean MASE: nan
Num Processed Series: 0
Too Short Count: 0
Invalid Count: 100
Processing Time: 8.20s
Streaming Mode: False

================================================================================
Dataset: monash_saugeenday
Tier: small
Target Column: T1
Workers: 8
Geometric Mean WQL: 0.9349743980067715
Geometric Mean MASE: 11.481150085640566
Num Processed Series: 1
Too Short Count: 0
Invalid Count: 0
Processing Time: 6.32s
Streaming Mode: False

================================================================================
Dataset: monash_temperature_rain
Tier: small
Target Column: t_mean
Workers: 8
Geometric Mean WQL: 0.07615905701258088
Geometric Mean MASE: 0.9323472194404613
Num Processed Series: 72
Too Short Count: 0
Invalid Count: 28
Processing Time: 68.50s
Streaming Mode: True

================================================================================
Dataset: monash_tourism_monthly
Tier: small
Target Column: target
Workers: 8
Geometric Mean WQL: 0.14382854038507792
Geometric Mean MASE: 0.8344882101006484
Num Processed Series: 100
Too Short Count: 0
Invalid Count: 0
Processing Time: 48.01s
Streaming Mode: False

================================================================================
Dataset: monash_tourism_quarterly
Tier: small
Target Column: target
Workers: 8
Geometric Mean WQL: 0.16463983619492145
Geometric Mean MASE: 0.9572809045194011
Num Processed Series: 100
Too Short Count: 0
Invalid Count: 0
Processing Time: 48.01s
Streaming Mode: False

================================================================================
Dataset: monash_tourism_yearly
Tier: very_small
Target Column: target
Workers: 4
Geometric Mean WQL: 0.39863841078754964
Geometric Mean MASE: 5.462877111755657
Num Processed Series: 95
Too Short Count: 0
Invalid Count: 0
Processing Time: 44.66s
Streaming Mode: False

================================================================================
Dataset: monash_traffic
Tier: medium
Target Column: target
Workers: 12
Geometric Mean WQL: 0.07811439417422336
Geometric Mean MASE: 0.3534402434031079
Num Processed Series: 99
Too Short Count: 0
Invalid Count: 1
Processing Time: 56.42s
Streaming Mode: False

================================================================================
Dataset: nn5
Tier: very_small
Target Column: target
Workers: 4
Geometric Mean WQL: nan
Geometric Mean MASE: nan
Num Processed Series: 0
Too Short Count: 0
Invalid Count: 100
Processing Time: 8.77s
Streaming Mode: False

================================================================================
Dataset: solar_1h
Tier: medium_large
Target Column: power_mw
Workers: 16
Geometric Mean WQL: 0.38013048134795685
Geometric Mean MASE: 0.29677650553046814
Num Processed Series: 100
Too Short Count: 0
Invalid Count: 0
Processing Time: 67.00s
Streaming Mode: False

================================================================================
Dataset: solar
Tier: medium_large
Target Column: power_mw
Workers: 16
Geometric Mean WQL: nan
Geometric Mean MASE: nan
Num Processed Series: 0
Too Short Count: 0
Invalid Count: 100
Processing Time: 140.10s
Streaming Mode: False

================================================================================
Dataset: taxi_1h
Tier: medium_large
Target Column: target
Workers: 16
Geometric Mean WQL: 0.22126828560720063
Geometric Mean MASE: 0.7162373880825942
Num Processed Series: 100
Too Short Count: 0
Invalid Count: 0
Processing Time: 54.59s
Streaming Mode: False

================================================================================
Dataset: taxi_30min
Tier: medium_large
Target Column: target
Workers: 16
Geometric Mean WQL: 0.29236296736469675
Geometric Mean MASE: 0.9642478117995732
Num Processed Series: 100
Too Short Count: 0
Invalid Count: 0
Processing Time: 72.25s
Streaming Mode: False

================================================================================
Dataset: uber_tlc_daily
Tier: medium_large
Target Column: target
Workers: 16
Geometric Mean WQL: 0.1413036405737028
Geometric Mean MASE: 0.7522374031697463
Num Processed Series: 99
Too Short Count: 0
Invalid Count: 1
Processing Time: 61.22s
Streaming Mode: False

================================================================================
Dataset: uber_tlc_hourly
Tier: medium_large
Target Column: target
Workers: 16
Geometric Mean WQL: 0.36447454520823513
Geometric Mean MASE: 0.8440925838821547
Num Processed Series: 96
Too Short Count: 0
Invalid Count: 4
Processing Time: 70.59s
Streaming Mode: False

================================================================================
Dataset: ushcn_daily
Tier: medium_large
Target Column: PRCP
Workers: 16
Geometric Mean WQL: 1.3763168299980928
Geometric Mean MASE: 1.2219820285892622
Num Processed Series: 1
Too Short Count: 0
Invalid Count: 99
Processing Time: 2267.72s
Streaming Mode: True

================================================================================
Dataset: wind_farms_daily
Tier: medium_large
Target Column: target
Workers: 16
Geometric Mean WQL: 1.0271273467985278
Geometric Mean MASE: 0.7033092252431087
Num Processed Series: 2
Too Short Count: 0
Invalid Count: 98
Processing Time: 8.09s
Streaming Mode: False

================================================================================
Dataset: wind_farms_hourly
Tier: medium_large
Target Column: target
Workers: 16
Geometric Mean WQL: 0.5800470889102808
Geometric Mean MASE: 2.301617060841007
Num Processed Series: 1
Too Short Count: 0
Invalid Count: 99
Processing Time: 11.30s
Streaming Mode: False

================================================================================
